algo,start,outcome,consent_before,consent_after,consent_delta,consent_path_before,consent_path_after,total_before,total_after,total_delta,total_path_before,total_path_after
st_cut,Entry,Out_AllContent,,,,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent,4,4,0,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent
st_cut,Entry,ConsentSaved,1,1,0,Entry → BannerToast → AcceptAll → ConsentSaved,Entry → BannerToast → AcceptAll → ConsentSaved,3,3,0,Entry → BannerToast → AcceptAll → ConsentSaved,Entry → BannerToast → AcceptAll → ConsentSaved
st_cut,Entry,OutcomeTelemetry,,,,Entry → BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry,Entry → BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry,4,4,0,Entry → BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry,Entry → BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry
st_cut,BannerToast,Out_BasicAccess,,,,,,,,,,
st_cut,BannerToast,Out_SecuredLogin,,,,BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin,BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin,3,3,0,BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin,BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin
st_cut,BannerToast,Out_AllMedia,,,,BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia,BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia,3,3,0,BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia,BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia
st_cut,BannerToast,Out_Payments,,,,BannerToast → AcceptAll → PaymentsSvc → Out_Payments,BannerToast → AcceptAll → PaymentsSvc → Out_Payments,3,3,0,BannerToast → AcceptAll → PaymentsSvc → Out_Payments,BannerToast → AcceptAll → PaymentsSvc → Out_Payments
st_cut,BannerToast,Out_Personalized,,,,BannerToast → AcceptAll → PersonalSvc → Out_Personalized,BannerToast → AcceptAll → PersonalSvc → Out_Personalized,3,3,0,BannerToast → AcceptAll → PersonalSvc → Out_Personalized,BannerToast → AcceptAll → PersonalSvc → Out_Personalized
st_cut,BannerToast,Out_AllContent,,,,BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent,BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent,3,3,0,BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent,BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent
st_cut,BannerToast,ConsentSaved,1,1,0,BannerToast → AcceptAll → ConsentSaved,BannerToast → AcceptAll → ConsentSaved,2,2,0,BannerToast → AcceptAll → ConsentSaved,BannerToast → AcceptAll → ConsentSaved
st_cut,BannerToast,OutcomeTelemetry,,,,BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry,BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry,3,3,0,BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry,BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry
st_cut,Home,Out_BasicAccess,,,,,,,,,,
st_cut,Home,Out_SecuredLogin,,,,Home → ContactUs → Out_SecuredLogin,Home → ContactUs → Out_SecuredLogin,2,2,0,Home → ContactUs → Out_SecuredLogin,Home → ContactUs → Out_SecuredLogin
st_cut,Home,Out_AllMedia,,,,Home → SearchBooks → ExtMediaSvc → Out_AllMedia,Home → SearchBooks → ExtMediaSvc → Out_AllMedia,3,3,0,Home → SearchBooks → ExtMediaSvc → Out_AllMedia,Home → SearchBooks → ExtMediaSvc → Out_AllMedia
st_cut,Home,Out_Payments,,,,Home → Membership → Out_Payments,Home → Membership → Out_Payments,2,2,0,Home → Membership → Out_Payments,Home → Membership → Out_Payments
st_cut,Home,Out_Personalized,,,,Home → Out_Personalized,Home → Out_Personalized,1,1,0,Home → Out_Personalized,Home → Out_Personalized
st_cut,Home,Out_AllContent,,,,Home → PersonalSvc → Out_AllContent,Home → PersonalSvc → Out_AllContent,2,2,0,Home → PersonalSvc → Out_AllContent,Home → PersonalSvc → Out_AllContent
st_cut,Home,ConsentSaved,3,3,0,Home → Manage → Modal → Save → ConsentSaved,Home → Manage → Modal → Save → ConsentSaved,4,4,0,Home → Manage → Modal → Save → ConsentSaved,Home → Manage → Modal → Save → ConsentSaved
st_cut,Home,OutcomeTelemetry,,,,Home → AnalyticsSvc → OutcomeTelemetry,Home → AnalyticsSvc → OutcomeTelemetry,2,2,0,Home → AnalyticsSvc → OutcomeTelemetry,Home → AnalyticsSvc → OutcomeTelemetry
st_cut,Discover,Out_BasicAccess,,,,,,,,,,
st_cut,Discover,Out_SecuredLogin,,,,Discover → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Discover → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,5,5,0,Discover → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Discover → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
st_cut,Discover,Out_AllMedia,,,,Discover → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Discover → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,5,5,0,Discover → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Discover → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia
st_cut,Discover,Out_Payments,,,,Discover → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Discover → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,Discover → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Discover → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
st_cut,Discover,Out_Personalized,,,,Discover → Out_Personalized,Discover → Out_Personalized,1,1,0,Discover → Out_Personalized,Discover → Out_Personalized
st_cut,Discover,Out_AllContent,,,,Discover → PersonalSvc → Out_AllContent,Discover → PersonalSvc → Out_AllContent,2,2,0,Discover → PersonalSvc → Out_AllContent,Discover → PersonalSvc → Out_AllContent
st_cut,Discover,ConsentSaved,3,3,0,Discover → Manage → Modal → Save → ConsentSaved,Discover → Manage → Modal → Save → ConsentSaved,4,4,0,Discover → Manage → Modal → Save → ConsentSaved,Discover → Manage → Modal → Save → ConsentSaved
st_cut,Discover,OutcomeTelemetry,,,,Discover → AnalyticsSvc → OutcomeTelemetry,Discover → AnalyticsSvc → OutcomeTelemetry,2,2,0,Discover → AnalyticsSvc → OutcomeTelemetry,Discover → AnalyticsSvc → OutcomeTelemetry
st_cut,SearchBooks,Out_BasicAccess,,,,,,,,,,
st_cut,SearchBooks,Out_SecuredLogin,,,,SearchBooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,SearchBooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,5,5,0,SearchBooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,SearchBooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
st_cut,SearchBooks,Out_AllMedia,,,,SearchBooks → ExtMediaSvc → Out_AllMedia,SearchBooks → ExtMediaSvc → Out_AllMedia,2,2,0,SearchBooks → ExtMediaSvc → Out_AllMedia,SearchBooks → ExtMediaSvc → Out_AllMedia
st_cut,SearchBooks,Out_Payments,,,,SearchBooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,SearchBooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,SearchBooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,SearchBooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
st_cut,SearchBooks,Out_Personalized,,,,SearchBooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,SearchBooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,SearchBooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,SearchBooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
st_cut,SearchBooks,Out_AllContent,,,,SearchBooks → ExtMediaSvc → Out_AllContent,SearchBooks → ExtMediaSvc → Out_AllContent,2,2,0,SearchBooks → ExtMediaSvc → Out_AllContent,SearchBooks → ExtMediaSvc → Out_AllContent
st_cut,SearchBooks,ConsentSaved,3,3,0,SearchBooks → Manage → Modal → Save → ConsentSaved,SearchBooks → Manage → Modal → Save → ConsentSaved,4,4,0,SearchBooks → Manage → Modal → Save → ConsentSaved,SearchBooks → Manage → Modal → Save → ConsentSaved
st_cut,SearchBooks,OutcomeTelemetry,,,,SearchBooks → AnalyticsSvc → OutcomeTelemetry,SearchBooks → AnalyticsSvc → OutcomeTelemetry,2,2,0,SearchBooks → AnalyticsSvc → OutcomeTelemetry,SearchBooks → AnalyticsSvc → OutcomeTelemetry
st_cut,Audiobooks,Out_BasicAccess,,,,,,,,,,
st_cut,Audiobooks,Out_SecuredLogin,,,,Audiobooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Audiobooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,5,5,0,Audiobooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Audiobooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
st_cut,Audiobooks,Out_AllMedia,,,,Audiobooks → ExtMediaSvc → Out_AllMedia,Audiobooks → ExtMediaSvc → Out_AllMedia,2,2,0,Audiobooks → ExtMediaSvc → Out_AllMedia,Audiobooks → ExtMediaSvc → Out_AllMedia
st_cut,Audiobooks,Out_Payments,,,,Audiobooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Audiobooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,Audiobooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Audiobooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
st_cut,Audiobooks,Out_Personalized,,,,Audiobooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Audiobooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,Audiobooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Audiobooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
st_cut,Audiobooks,Out_AllContent,,,,Audiobooks → ExtMediaSvc → Out_AllContent,Audiobooks → ExtMediaSvc → Out_AllContent,2,2,0,Audiobooks → ExtMediaSvc → Out_AllContent,Audiobooks → ExtMediaSvc → Out_AllContent
st_cut,Audiobooks,ConsentSaved,3,3,0,Audiobooks → Manage → Modal → Save → ConsentSaved,Audiobooks → Manage → Modal → Save → ConsentSaved,4,4,0,Audiobooks → Manage → Modal → Save → ConsentSaved,Audiobooks → Manage → Modal → Save → ConsentSaved
st_cut,Audiobooks,OutcomeTelemetry,,,,Audiobooks → AnalyticsSvc → OutcomeTelemetry,Audiobooks → AnalyticsSvc → OutcomeTelemetry,2,2,0,Audiobooks → AnalyticsSvc → OutcomeTelemetry,Audiobooks → AnalyticsSvc → OutcomeTelemetry
st_cut,DigitalMag,Out_BasicAccess,,,,,,,,,,
st_cut,DigitalMag,Out_SecuredLogin,,,,DigitalMag → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,DigitalMag → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,5,5,0,DigitalMag → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,DigitalMag → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
st_cut,DigitalMag,Out_AllMedia,,,,DigitalMag → ExtMediaSvc → Out_AllMedia,DigitalMag → ExtMediaSvc → Out_AllMedia,2,2,0,DigitalMag → ExtMediaSvc → Out_AllMedia,DigitalMag → ExtMediaSvc → Out_AllMedia
st_cut,DigitalMag,Out_Payments,,,,DigitalMag → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,DigitalMag → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,DigitalMag → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,DigitalMag → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
st_cut,DigitalMag,Out_Personalized,,,,DigitalMag → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,DigitalMag → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,DigitalMag → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,DigitalMag → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
st_cut,DigitalMag,Out_AllContent,,,,DigitalMag → ExtMediaSvc → Out_AllContent,DigitalMag → ExtMediaSvc → Out_AllContent,2,2,0,DigitalMag → ExtMediaSvc → Out_AllContent,DigitalMag → ExtMediaSvc → Out_AllContent
st_cut,DigitalMag,ConsentSaved,3,3,0,DigitalMag → Manage → Modal → Save → ConsentSaved,DigitalMag → Manage → Modal → Save → ConsentSaved,4,4,0,DigitalMag → Manage → Modal → Save → ConsentSaved,DigitalMag → Manage → Modal → Save → ConsentSaved
st_cut,DigitalMag,OutcomeTelemetry,,,,DigitalMag → AnalyticsSvc → OutcomeTelemetry,DigitalMag → AnalyticsSvc → OutcomeTelemetry,2,2,0,DigitalMag → AnalyticsSvc → OutcomeTelemetry,DigitalMag → AnalyticsSvc → OutcomeTelemetry
st_cut,Membership,Out_BasicAccess,,,,,,,,,,
st_cut,Membership,Out_SecuredLogin,,,,Membership → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Membership → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,5,5,0,Membership → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Membership → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
st_cut,Membership,Out_AllMedia,,,,Membership → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Membership → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,5,5,0,Membership → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Membership → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia
st_cut,Membership,Out_Payments,,,,Membership → Out_Payments,Membership → Out_Payments,1,1,0,Membership → Out_Payments,Membership → Out_Payments
st_cut,Membership,Out_Personalized,,,,Membership → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Membership → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,Membership → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Membership → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
st_cut,Membership,Out_AllContent,,,,Membership → PaymentsSvc → Out_AllContent,Membership → PaymentsSvc → Out_AllContent,2,2,0,Membership → PaymentsSvc → Out_AllContent,Membership → PaymentsSvc → Out_AllContent
st_cut,Membership,ConsentSaved,3,3,0,Membership → Manage → Modal → Save → ConsentSaved,Membership → Manage → Modal → Save → ConsentSaved,4,4,0,Membership → Manage → Modal → Save → ConsentSaved,Membership → Manage → Modal → Save → ConsentSaved
st_cut,Membership,OutcomeTelemetry,,,,Membership → AnalyticsSvc → OutcomeTelemetry,Membership → AnalyticsSvc → OutcomeTelemetry,2,2,0,Membership → AnalyticsSvc → OutcomeTelemetry,Membership → AnalyticsSvc → OutcomeTelemetry
st_cut,ContactUs,Out_BasicAccess,,,,,,,,,,
st_cut,ContactUs,Out_SecuredLogin,,,,ContactUs → Out_SecuredLogin,ContactUs → Out_SecuredLogin,1,1,0,ContactUs → Out_SecuredLogin,ContactUs → Out_SecuredLogin
st_cut,ContactUs,Out_AllMedia,,,,ContactUs → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,ContactUs → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,5,5,0,ContactUs → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,ContactUs → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia
st_cut,ContactUs,Out_Payments,,,,ContactUs → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,ContactUs → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,ContactUs → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,ContactUs → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
st_cut,ContactUs,Out_Personalized,,,,ContactUs → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,ContactUs → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,ContactUs → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,ContactUs → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
st_cut,ContactUs,Out_AllContent,,,,ContactUs → SupportSvc → Out_AllContent,ContactUs → SupportSvc → Out_AllContent,2,2,0,ContactUs → SupportSvc → Out_AllContent,ContactUs → SupportSvc → Out_AllContent
st_cut,ContactUs,ConsentSaved,3,3,0,ContactUs → Manage → Modal → Save → ConsentSaved,ContactUs → Manage → Modal → Save → ConsentSaved,4,4,0,ContactUs → Manage → Modal → Save → ConsentSaved,ContactUs → Manage → Modal → Save → ConsentSaved
st_cut,ContactUs,OutcomeTelemetry,,,,ContactUs → AnalyticsSvc → OutcomeTelemetry,ContactUs → AnalyticsSvc → OutcomeTelemetry,2,2,0,ContactUs → AnalyticsSvc → OutcomeTelemetry,ContactUs → AnalyticsSvc → OutcomeTelemetry
st_cut,Login,Out_BasicAccess,,,,,,,,,,
st_cut,Login,Out_SecuredLogin,,,,Login → Out_SecuredLogin,Login → Out_SecuredLogin,1,1,0,Login → Out_SecuredLogin,Login → Out_SecuredLogin
st_cut,Login,Out_AllMedia,,,,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,5,5,0,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia
st_cut,Login,Out_Payments,,,,Login → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Login → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,Login → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Login → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
st_cut,Login,Out_Personalized,,,,Login → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Login → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,Login → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Login → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
st_cut,Login,Out_AllContent,,,,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,5,5,0,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,Login → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent
st_cut,Login,ConsentSaved,3,3,0,Login → Manage → Modal → Save → ConsentSaved,Login → Manage → Modal → Save → ConsentSaved,4,4,0,Login → Manage → Modal → Save → ConsentSaved,Login → Manage → Modal → Save → ConsentSaved
st_cut,Login,OutcomeTelemetry,,,,Login → Manage → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,Login → Manage → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,5,5,0,Login → Manage → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,Login → Manage → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry
